tracking_id	gene_id	gene_short_name	locus	ESC	MES	HB	HE	HP	MAC
TSS20016	XLOC_018183	4921524J17Rik	chr8:85408758-85432841	8.382	6.55427	13.6774	15.1078	7.67739	7.12578
TSS20017	XLOC_018184	Dnaja2	chr8:85537639-85555271	27.6617	61.5394	77.3205	63.6787	57.7107	57.0993
TSS20018	XLOC_018185	Neto2	chr8:85636587-85691009	2.06956	2.92618	2.91022	0.899067	0.874407	0.116212
TSS20019	XLOC_018186	Itfg1	chr8:85717556-85840949	8.23518	12.8821	13.7718	19.2612	14.9629	71.9837
TSS2002	XLOC_001812	Lrrc3	chr10:77897575-77902536	1.04227	0.906891	0.801536	0.205607	0.193866	0.226433
TSS20020	XLOC_018187	Abcc12	chr8:86504840-86566590	0.0302247	0.00562328	0.0116249	0.00912475	0.00185894	0
TSS20021	XLOC_018188	Siah1a	chr8:86723937-86746006	5.21541	9.43609	11.7898	11.0382	6.9693	6.26241
TSS20022	XLOC_018189	N4bp1	chr8:86841138-86885258	17.333	11.832	12.8432	11.7307	8.73466	15.3795
TSS20023	XLOC_018190	Cbln1	chr8:87468852-87472592	1.3027	0.785748	2.96515	2.01551	0.689094	0.00620599
TSS20024	XLOC_018191	Zfp423	chr8:87661809-87959595	5.11773	4.2366	4.77533	5.03106	0.750341	0.00622642
TSS20025	XLOC_018192	Brd7	chr8:88332310-88362191	20.042	27.2149	40.0272	26.037	30.5031	43.2573
TSS20026	XLOC_018193	Snx20	chr8:88626827-88636128	0.244422	0.11074	0.112277	0.314428	0.953264	37.2399
TSS20027	XLOC_018194	Sall1	chr8:89027242-89044162	11.2566	6.65526	6.08303	2.73115	0.511833	0.0254083
TSS20028	XLOC_018195	Tox3	chr8:90247111-90348252	0.75048	0.521506	0.325645	0.212938	0.0415828	0
TSS20029	XLOC_018196	Aktip	chr8:91070093-91135496	12.2436	9.60367	6.14941	11.5724	4.47403	23.6544
TSS2003	XLOC_001813	Trpm2	chr10:77907721-77969872	0.0202981	0.0113441	0.00886273	0.00125522	0.0133503	0.465454
TSS20030	XLOC_018197	Rpgrip1l	chr8:91217029-91313222	1.27769	1.42189	1.63068	2.19177	1.64148	1.31323
TSS20031	XLOC_018198	Irx3	chr8:91798510-91801654	0.071116	0.424747	0.314969	0.623552	0.0886193	0.014101
TSS20032	XLOC_018199	Ces1a	chr8:93020214-93048192	0.025779	0	0.00876713	0.0891402	0.00450827	0.0581862
TSS20033	XLOC_018200	Ces1b	chr8:93056726-93080017	0	0.00992771	0	0	0.00454408	0
TSS20034	XLOC_018201	Ces1c	chr8:93099015-93131283	0	0.00493467	0.0313362	0	0	0
TSS20035	XLOC_018202	Ces1d	chr8:93166071-93197804	0	0.00457932	0	0	0	0.0208061
TSS20036	XLOC_018203	Ces1e	chr8:93201217-93229619	0.0122418	0	0	0	0	0
TSS20037	XLOC_018204	Ces1f	chr8:93256235-93279736	0	0	0	0	0	0
TSS20038	XLOC_018205	Ces1g	chr8:93302368-93337209	0	0	0	0.140743	0.015354	0
TSS20039	XLOC_018206	Ces5a	chr8:93499212-93535707	0.0135452	0	0	0	0	0
TSS2004	XLOC_001814	Pfkl	chr10:77986948-78009796	29.6545	26.9402	30.7441	15.6159	18.7249	13.4645
TSS20040	XLOC_018207	Amfr	chr8:93971587-94012640	26.3072	52.3822	56.3411	91.8725	67.8072	175.524
TSS20041	XLOC_018208	Nudt21	chr8:94019402-94037039	8.95005	12.1082	13.3879	10.59	8.95537	3.76981
TSS20042	XLOC_018209	Bbs2	chr8:94067953-94098811	4.32392	2.53599	1.94875	1.75631	1.85254	2.79116
TSS20043	XLOC_018210	Fam192a	chr8:94574940-94601726	15.8416	17.785	18.769	16.6917	17.7847	26.6329
TSS20044	XLOC_018211	Pllp	chr8:94674894-94696242	1.25442	0.92467	0.11659	0.109331	0.00949767	0
TSS20045	XLOC_018212	Ciapin1	chr8:94819817-94838340	26.4987	24.152	30.7787	21.5114	17.7137	11.9579
TSS20046	XLOC_018213	Dok4	chr8:94857449-94876312	1.93998	10.2878	31.5214	31.5131	5.04232	2.6587
TSS20047	XLOC_018214	Ccdc102a	chr8:94902868-94918098	6.56034	5.30538	8.49015	9.47245	10.1364	1.62004
TSS20048	XLOC_018215	Kifc3	chr8:95081200-95142540	2.55906	0.132297	0.261072	0.509648	0.489146	0.134052
TSS20049	XLOC_018215	Kifc3	chr8:95081200-95142540	8.39779	4.23103	5.64629	10.0946	3.58879	8.66384
TSS2005	XLOC_001815	Aire	chr10:78030021-78063615	0.775998	0.055367	0.0158284	0	0	0
TSS20050	XLOC_018216	Cngb1	chr8:95239042-95306585	0.267005	0.0559013	0.0240151	0.0205008	0.0026749	0.00196567
TSS20051	XLOC_018217	Zfp319	chr8:95326135-95331950	1.54512	2.21071	2.4831	4.9284	4.07582	5.47724
TSS20052	XLOC_018218	Gtl3	chr8:95420249-95434869	23.8604	23.9795	23.2363	20.7212	16.7505	23.9759
TSS20053	XLOC_018219	Csnk2a2	chr8:95446095-95488820	7.93634	8.50932	9.73707	7.84766	9.14092	7.44983
TSS20054	XLOC_018220	Prss54	chr8:95559291-95575197	0	0	0	0	0	0
TSS20056	XLOC_018222	Slc38a7	chr8:95835922-95853491	6.74977	7.25203	6.65362	9.43398	4.87135	42.4819
TSS20057	XLOC_018223	Got2	chr8:95864136-95888365	29.417	33.6389	41.526	28.388	28.3838	20.3375
TSS20058	XLOC_018224	Cdh8	chr8:99028768-99416457	0.116971	0.163575	1.84737	0.0164147	0	0
TSS20059	XLOC_018225	Cdh11	chr8:102632994-102785111	1.38604	15.5714	72.7669	14.6915	4.45818	0.17946
TSS2006	XLOC_001816	D10Jhu81e	chr10:78162066-78169768	9.79929	11.0709	13.4764	8.87314	10.3397	20.4838
TSS20060	XLOC_018226	Tk2	chr8:104226690-104248558	4.31727	6.38137	6.35067	7.78089	7.83352	80.1941
TSS20061	XLOC_018227	Cmtm2a	chr8:104281041-104293181	0	0.00916061	0.0100142	0.010094	0	0.270538
TSS20062	XLOC_018228	Cmtm1	chr8:104293541-104310145	0	0	0.00926379	0	0	0
TSS20063	XLOC_018229	Cmtm4	chr8:104348192-104395807	19.2922	11.5658	12.0273	7.08599	4.58989	10.7479
TSS20064	XLOC_018230	Dync1li2	chr8:104417673-104443047	7.21895	11.4027	11.9973	18.9953	14.1303	25.1079
TSS20065	XLOC_018231	Ccdc79	chr8:104446718-104509887	0.128752	0.200302	0.0744177	0.00323882	0.00583012	0
TSS20066	XLOC_018232	Nae1	chr8:104511027-104534637	27.4957	33.5654	28.0579	30.1794	18.6325	22.2556
TSS20067	XLOC_018233	Cdh16	chr8:104601914-104624396	0	0	0.00246028	0	0.0072433	0
TSS20068	XLOC_018234	Rrad	chr8:104628065-104631321	1.75892	4.67198	1.66046	2.30537	1.54325	1.40334
TSS20069	XLOC_018235	Fam96b	chr8:104639838-104641728	21.6281	28.7352	29.7365	24.9327	23.0061	31.0151
TSS2007	XLOC_001817	Pwp2	chr10:78170909-78185149	20.9719	20.7345	27.4259	15.4188	19.2078	8.32433
TSS20070	XLOC_018236	B3gnt9	chr8:105225187-105255153	0.500483	0.420252	0.664996	4.23601	1.20616	1.18103
TSS20071	XLOC_018237	Tradd	chr8:105258574-105264594	4.27575	4.13573	4.19001	7.74244	7.19292	32.1835
TSS20072	XLOC_018238	4931428F04Rik	chr8:105276446-105289528	2.16246	1.75761	2.15364	1.60739	0.86681	0.68175
TSS20073	XLOC_018239	Exoc3l	chr8:105289923-105296098	9.07313	12.3119	33.5268	13.0891	5.1602	1.09942
TSS20074	XLOC_018240	Lrrc29	chr8:105312339-105326276	0.272259	0.466188	0.53864	0.747002	1.32744	1.59561
TSS20075	XLOC_018241	Fhod1	chr8:105329159-105347970	5.8719	3.53479	5.13097	8.94586	7.17618	5.11126
TSS20076	XLOC_018242	Kctd19	chr8:105375380-105413487	0.0169758	0.0737158	0.0430843	0.00314941	0.0218023	0.0308798
TSS20077	XLOC_018243	Tppp3	chr8:105467491-105471422	2.99207	1.34239	0.98328	1.79493	0.431448	0.752303
TSS20078	XLOC_018244	Zdhhc1	chr8:105472424-105496870	0.408073	0.590744	0.725251	2.41942	1.58801	6.3485
TSS20079	XLOC_018245	Atp6v0d1	chr8:105524469-105566040	50.8767	51.7154	45.4584	68.999	58.5566	341.281
TSS2008	XLOC_001818	Trappc10	chr10:78186725-78244642	4.42583	5.43586	5.07506	5.48564	6.86513	17.7768
TSS20080	XLOC_018246	Agrp	chr8:105566694-105579845	0	0	0.0885933	0	0	0
TSS20081	XLOC_018246	Agrp	chr8:105566694-105579845	0	0	0	0	0	0
TSS20082	XLOC_018247	Acd	chr8:105690905-105701095	8.74992	5.16101	5.29667	7.04021	9.4266	6.77358
TSS20083	XLOC_018248	Enkd1	chr8:105703651-105708168	9.86753	6.83137	8.6	6.765	6.56758	1.18266
TSS20084	XLOC_018249	Gfod2	chr8:105716112-105758607	5.032	9.69798	10.7804	17.8283	8.32695	1.32413
TSS20085	XLOC_018250	Ranbp10	chr8:105768307-105827350	8.35791	5.12769	5.06214	6.77427	8.98494	16.3777
TSS20086	XLOC_018251	Cenpt	chr8:105844677-105852008	29.5903	13.0565	11.5804	16.5594	14.9139	6.90466
TSS20087	XLOC_018252	Ctrl	chr8:105931993-105933862	0.704073	0.482347	0.358209	0.126458	0.48612	0.113111
TSS20088	XLOC_018253	Psmb10	chr8:105935727-105938392	13.2374	69.5046	28.331	6.05834	18.4045	86.9916
TSS20089	XLOC_018254	Lcat	chr8:105939550-105943402	1.06517	0.192721	0.248059	0.31116	0.317552	0.140207
TSS2009	XLOC_001819	Agpat3	chr10:78271562-78351700	4.31981	18.7436	10.6497	10.5091	5.13593	23.6977
TSS20091	XLOC_018256	Dpep3	chr8:105973519-105979419	0.0648602	0	0	0	0.00541686	0.652579
TSS20092	XLOC_018257	Dpep2	chr8:105985056-105996423	0	0.0153023	0.0109915	0.0113826	0.0290547	40.5647
TSS20093	XLOC_018258	Ddx28	chr8:106009615-106011486	10.3592	14.5633	18.1962	13.6631	13.3237	31.4709
TSS20094	XLOC_018259	Esrp2	chr8:106131182-106136974	3.12147	0.889354	0.412546	0.435704	0.342889	0.0311733
TSS20095	XLOC_018260	Slc7a6os	chr8:106200437-106210933	7.1747	20.2889	29.1556	16.2442	16.672	23.2722
TSS20096	XLOC_018261	Smpd3	chr8:106252547-106337988	0.255654	0.251	0.0466913	0.154668	0.103346	0.58956
TSS20097	XLOC_018262	Chtf8	chr8:106883862-106893593	37.9354	50.1889	56.9525	46.5489	50.7167	39.9372
TSS20098	XLOC_018263	Pdf	chr8:107046289-107048614	23.9117	17.9704	25.344	17.7659	20.8704	18.5449
TSS20099	XLOC_018264	Cog8	chr8:107048708-107056737	22.2335	16.8026	16.2964	16.8899	15.2605	28.2236
TSS201	XLOC_000181	Speg	chr1:75375296-75432306	1.19808	0.768816	1.03945	0.807972	0	0
TSS2010	XLOC_001820	Rrp1	chr10:78400361-78413043	40.4281	78.5226	99.472	56.2773	50.7689	88.9432
TSS20100	XLOC_018265	Tmed6	chr8:107061483-107065644	0.109599	0.0622407	0.012165	0.0404122	0.0727451	0.137236
TSS20101	XLOC_018266	Terf2	chr8:107069401-107096545	12.5605	9.81876	11.6679	11.1864	11.9346	8.73892
TSS20102	XLOC_018267	Nqo1	chr8:107388224-107403205	12.3334	8.35738	3.08348	8.46815	10.0803	7.93605
TSS20103	XLOC_018268	Nob1	chr8:107412488-107425038	62.1494	30.7834	40.0021	26.5042	32.2941	12.1607
TSS20104	XLOC_018269	Psmd7	chr8:107580379-107588482	105.779	96.2487	121.448	103.388	98.5628	89.4243
TSS20105	XLOC_018270	Dhx38	chr8:109548023-109565601	8.52558	31.5774	36.2297	31.1835	29.7471	45.0719
TSS20106	XLOC_018271	Hp	chr8:109575127-109579172	0.0825561	0	0	0.101394	43.0116	12.0179
TSS20107	XLOC_018272	Dhodh	chr8:109593247-109608673	16.6356	17.1082	24.2514	14.5975	18.8486	9.64351
TSS20108	XLOC_018273	Ist1	chr8:109614516-109693294	18.3788	29.8148	30.8674	29.8441	30.6494	64.5611
TSS20109	XLOC_018274	Atxn1l	chr8:109726450-109737739	9.69896	12.0875	15.9286	15.5456	11.4991	15.3475
TSS2011	XLOC_001821	Pdxk	chr10:78436746-78464948	4.59606	2.85583	3.7805	1.43886	2.3256	21.9742
TSS20110	XLOC_018275	Marveld3	chr8:109947908-109962205	3.52999	2.92478	0.142592	0.0332485	0.059638	0
TSS20111	XLOC_018276	Chst4	chr8:110029074-110039334	0.0127389	0.00449271	0.0191215	0	0	0.0129462
TSS20112	XLOC_018277	Calb2	chr8:110142537-110168206	0.330305	0.0475985	0.0268229	0.0235209	0	0
TSS20113	XLOC_018278	Il34	chr8:110741828-110805903	0.613468	0.145134	0.0723849	0.0117275	0.0740297	0.00733072
TSS20114	XLOC_018279	Sf3b3	chr8:110810491-110846803	81.3135	100.022	115.889	74.7146	96.7859	35.3966
TSS20115	XLOC_018280	Fuk	chr8:110882455-110902488	5.59726	5.59963	4.92518	7.10133	5.09318	4.0866
TSS20116	XLOC_018281	Ddx19a	chr8:110974990-110997823	13.3232	12.0154	17.2609	14.3367	18.0132	15.5375
TSS20117	XLOC_018282	Ddx19b	chr8:111003185-111031751	6.5765	8.3913	11.8235	6.85671	6.31739	8.0135
TSS20118	XLOC_018282	Ddx19b	chr8:111003185-111031751	1.26328	0	0	0	0	0
TSS20119	XLOC_018283	Clec18a	chr8:111069496-111081708	0	0	0.00437545	0.0274626	0	0
TSS2012	XLOC_001822	Syde1	chr10:78584502-78591964	2.08579	1.19576	2.15861	3.53301	1.02732	1.35607
TSS20120	XLOC_018284	Glg1	chr8:111157557-111259202	25.1263	14.3604	18.4901	32.0746	20.7017	27.359
TSS20121	XLOC_018285	Rfwd3	chr8:111270943-111300222	30.38	17.2693	21.0486	13.7414	15.0027	7.77976
TSS20122	XLOC_018286	Mlkl	chr8:111311799-111337903	1.3732	0.669567	0.136703	0.36183	0.891795	9.13143
TSS20123	XLOC_018287	Fa2h	chr8:111345137-111393821	0.0119897	0.0176365	0	0	0	0
TSS20124	XLOC_018288	Wdr59	chr8:111448783-111522107	6.77833	3.56865	5.33967	3.90732	3.42731	2.77883
TSS20125	XLOC_018289	Ldhd	chr8:111626270-111630322	0.612559	0.0514882	0.0157323	0.00922092	0.0039678	0
TSS20126	XLOC_018290	Ctrb1	chr8:111686509-111691010	0	0	0	0	0	0
TSS20127	XLOC_018291	Bcar1	chr8:111710474-111743849	43.0912	22.5554	18.2634	36.5777	9.23456	0.251157
TSS20128	XLOC_018291	Bcar1	chr8:111710474-111743849	3.34273	0.714742	0.870331	0.992078	0.554346	1.31835e-05
TSS20129	XLOC_018292	Cfdp1	chr8:111768472-111854310	101.584	109.638	131.201	112.775	71.1444	61.7594
TSS2013	XLOC_001823	Olfr1357	chr10:78611668-78618074	0	0	0	0	0	0
TSS20130	XLOC_018293	Tmem170	chr8:111864897-111876675	10.4486	5.34933	3.98585	3.15814	3.10357	1.76566
TSS20131	XLOC_018294	Chst5	chr8:111889134-111910199	0.321927	0.109014	0	0.0309818	0.00924551	0
TSS20132	XLOC_018295	Tmem231	chr8:111912017-111933791	5.63608	1.89229	1.84754	1.36339	1.33592	1.53024
TSS20133	XLOC_018296	Adat1	chr8:111966907-111992302	6.23713	4.8563	5.69177	3.3082	4.52958	0.965893
TSS20134	XLOC_018297	Kars	chr8:111993439-112011305	128.241	142.282	172.174	122.677	118.629	62.6869
TSS20135	XLOC_018298	Adamts18	chr8:113698136-113848839	0.0110695	0.116058	0.0582	0.0787681	0.0017215	0.00394338
TSS20136	XLOC_018299	Maf	chr8:115703252-115706894	0.184516	0.308623	0.308228	1.86718	0.729542	62.5132
TSS20137	XLOC_018300	Cdyl2	chr8:116568723-116732991	2.83538	1.15874	1.24126	1.479	2.23782	2.58738
TSS20138	XLOC_018301	Cmc2	chr8:116888684-116921436	5.97295	6.77308	8.86051	8.00608	10.8755	7.53398
TSS20139	XLOC_018302	1700030J22Rik	chr8:116969598-116978943	0.599115	0.264497	0.185994	0.211242	0.130878	0.204134
TSS2014	XLOC_001824	Casp14	chr10:78711994-78718293	0.114475	0.00815094	0	0	0	0
TSS20140	XLOC_018303	Gcsh	chr8:116981827-116993449	72.8945	67.2947	89.8714	78.8653	76.9246	48.2128
TSS20141	XLOC_018304	Pkd1l2	chr8:116995678-117082449	0.0339736	0.0240109	0.0292053	0.0912307	0.564011	0.125352
TSS20142	XLOC_018305	Sdr42e1	chr8:117661398-117671515	0.0984641	0.118938	0.0125251	0.0187372	0.0871585	0.769643
TSS20143	XLOC_018306	Mphosph6	chr8:117791644-117801929	16.6513	14.1259	18.0127	13.3294	10.7332	8.6419
TSS20144	XLOC_018307	Slc38a8	chr8:119479602-119501698	0.0225899	0	0.0152156	0.0183893	0.0264818	0
TSS20145	XLOC_018308	Mbtps1	chr8:119508151-119558761	48.0901	58.5729	60.5781	53.0898	43.3829	45.9559
TSS20146	XLOC_018309	Hsdl1	chr8:119561977-119575200	7.34963	11.5601	6.7542	14.6395	13.147	49.3906
TSS20147	XLOC_018310	Taf1c	chr8:119575234-119605240	8.85199	5.46361	5.7278	4.32457	5.60809	6.41703
TSS20148	XLOC_018311	Kcng4	chr8:119623853-119635680	0.0212355	0.00224113	0	0.00493894	0	0
TSS20149	XLOC_018312	4632415K11Rik	chr8:119760586-119778416	3.1954	4.24498	4.61697	4.0377	4.12647	21.1579
TSS2015	XLOC_001825	Ccdc105	chr10:78746923-78753067	0	0.0265101	0.00566981	0.00587155	0	0
TSS20150	XLOC_018313	Cotl1	chr8:119809213-119840579	9.19664	16.2998	12.7569	35.3601	21.415	496.719
TSS20151	XLOC_018314	Zdhhc7	chr8:120081094-120101472	7.98117	7.9795	11.3238	14.4899	10.4083	28.3767
TSS20152	XLOC_018315	Fam92b	chr8:120166396-120177469	0	0.0389396	0.039887	0.0180394	0.0209793	0
TSS20154	XLOC_018317	1190005I06Rik	chr8:120608601-120634382	20.6805	6.17371	2.15882	1.04376	0.946118	11.2307
TSS20155	XLOC_018318	Emc8	chr8:120653913-120668112	22.0845	18.7703	21.5677	17.8372	10.5008	21.9888
TSS20156	XLOC_018319	Mthfsd	chr8:121097556-121108379	5.66465	6.47716	9.63355	8.06568	7.5203	9.33212
TSS20157	XLOC_018320	1700018B08Rik	chr8:121530783-121541954	0.026093	0.0352703	0	0.01014	0	0
TSS20158	XLOC_018321	Fbxo31	chr8:121549442-121578806	6.56471	5.99519	7.36666	5.04957	5.65265	5.65642
TSS20159	XLOC_018322	Zcchc14	chr8:121598702-121651933	7.532	7.71471	9.07633	13.0564	6.03005	2.73063
TSS2016	XLOC_001826	Olfr1356	chr10:78846950-78847913	0	0	0	0	0	0
TSS20160	XLOC_018323	Klhdc4	chr8:121796307-121829569	12.3266	12.6289	13.6814	8.55944	8.01914	10.1824
TSS20161	XLOC_018324	Slc7a5	chr8:121881145-121907686	54.1109	23.749	34.3404	14.7999	30.2911	8.4001
TSS20162	XLOC_018325	Car5a	chr8:121907832-121944912	0.0680658	0.0993649	0.181011	0.262826	0.343891	0.381807
TSS20163	XLOC_018326	Trhr2	chr8:122356966-122360746	0	0.0188927	0.0595966	0	0	0
TSS20164	XLOC_018327	Cyba	chr8:122424770-122432940	15.4928	43.5401	36.1277	47.5299	42.0663	4788.94
TSS20165	XLOC_018328	Mvd	chr8:122433595-122443422	11.1983	17.2377	28.2058	49.1467	37.2056	199.876
TSS20166	XLOC_018329	Snai3	chr8:122454205-122460692	8.26932	1.29525	0.0943222	0.00641779	0.281926	1.23722
TSS20167	XLOC_018330	Rnf166	chr8:122466146-122476064	4.46002	3.65263	4.27221	6.95171	9.07308	63.2879
TSS20168	XLOC_018331	Piezo1	chr8:122476142-122551329	15.2887	13.0867	17.6166	29.1852	22.9936	41.1578
TSS20169	XLOC_018332	Aprt	chr8:122574636-122576907	181.452	120.379	179.97	140.272	119.46	424.457
TSS2017	XLOC_001827	2610008E11Rik	chr10:79064373-79097600	1.45459	5.06645	6.54425	18.8234	6.93046	3.45811
TSS20170	XLOC_018333	Galns	chr8:122578236-122611487	1.91261	1.98052	2.85995	4.31519	4.25186	119.897
TSS20171	XLOC_018334	Pabpn1l	chr8:122619470-122622735	0	0	0.00754254	0.160264	0.425576	0.0120899
TSS20174	XLOC_018336	Ankrd11	chr8:122883821-123042284	14.4981	24.2077	30.335	26.3158	22.91	12.7523
TSS20175	XLOC_018337	Sult5a1	chr8:123142846-123158280	0.905022	0.441203	0.343664	0.749929	0.435127	0
TSS20176	XLOC_018338	Chmp1a	chr8:123204260-123212788	18.5247	27.5286	28.8219	29.0357	21.7452	90.7785
TSS20177	XLOC_018339	Spata2l	chr8:123232257-123236209	0.249351	0.0748123	0.059406	0.113784	0.385887	1.24202
TSS20178	XLOC_018340	Vps9d1	chr8:123242355-123254175	3.44546	1.84024	2.09107	2.59637	2.94528	8.87508
TSS20179	XLOC_018341	Fanca	chr8:123254194-123318576	10.2537	6.22165	5.09092	6.01482	8.23326	0.588282
TSS2018	XLOC_001828	Ppap2c	chr10:79526428-79533787	2.07978	8.37987	10.4477	6.0947	3.13236	23.2954
TSS20180	XLOC_018342	Dbndd1	chr8:123504717-123515455	0.551825	0.668606	0.581275	0.287734	0.154729	0.0485619
TSS20181	XLOC_018343	Ccsap	chr8:123840843-123860209	4.64006	2.87173	3.53676	4.19215	3.2144	1.16883
TSS20182	XLOC_018344	Acta1	chr8:123891757-123894775	7.55281	11.5613	3.30913	7.31534	3.2942	3.01567
TSS20183	XLOC_018345	Nup133	chr8:123897122-123949265	25.2512	26.1674	27.8831	21.4147	25.4177	9.09497
TSS20184	XLOC_018346	Abcb10	chr8:123952458-123983122	10.3534	12.449	34.4041	37.2365	105.271	13.5386
TSS20185	XLOC_018347	Taf5l	chr8:123996312-124021309	41.1809	19.0989	24.8683	16.2621	23.5956	13.7791
TSS20186	XLOC_018348	Pgbd5	chr8:124369048-124433936	0.843034	1.9818	1.03779	0.685529	0.152038	30.3832
TSS20187	XLOC_018349	Agt	chr8:124556586-124569707	0.0139921	0.0176211	0	0	0	0.113617
TSS20188	XLOC_018350	2310022B05Rik	chr8:124635755-124663369	7.77464	7.43018	8.75463	9.39889	4.70562	4.41532
TSS20189	XLOC_018351	Ttc13	chr8:124671326-124721975	34.059	15.1251	15.5592	13.8221	11.0609	33.2714
TSS2019	XLOC_001829	Mier2	chr10:79540244-79555091	11.0141	8.72396	8.56134	5.23717	4.95386	10.1443
TSS20190	XLOC_018352	Fam89a	chr8:124740256-124751809	2.03474	5.2764	2.65159	0.954196	0.16082	0.363614
TSS20191	XLOC_018353	2810004N23Rik	chr8:124839354-124863029	44.7199	58.7498	72.1232	40.0159	38.8635	24.2445
TSS20192	XLOC_018354	Exoc8	chr8:124890298-124897705	6.10626	6.74549	9.55098	11.0604	9.23868	17.0925
TSS20193	XLOC_018355	Egln1	chr8:124908586-124949254	7.16417	8.30355	11.8757	19.0639	6.37403	16.1265
TSS20194	XLOC_018356	Sipa1l2	chr8:125418062-125492710	7.251	11.1464	8.86672	24.2935	8.228	10.7182
TSS20195	XLOC_018357	Pcnxl2	chr8:125751507-125898293	0.205202	0.0531387	0.0538992	0.0312397	0.0605468	0
TSS20196	XLOC_018358	Gm17296	chr8:126426651-126475065	6.98883	4.85339	5.44457	4.33617	5.03628	1.46595
TSS20197	XLOC_018359	Irf2bp2	chr8:126588295-126593436	13.7062	15.9341	12.5547	25.5216	26.194	83.4967
TSS20198	XLOC_018360	Tomm20	chr8:126930663-126945921	14.7448	22.8716	26.6737	19.1848	18.4007	20.8861
TSS20199	XLOC_018361	Rbm34	chr8:126947172-126971079	12.3781	11.2909	14.1418	9.21318	10.5763	8.783
TSS202	XLOC_000181	Speg	chr1:75375296-75432306	0.125212	0.188667	0.417944	0.770029	0.543852	4.9515
TSS2020	XLOC_001830	Theg	chr10:79576476-79587136	0.0234956	0	0	0	0	0
TSS20200	XLOC_018362	Ccdc7	chr8:128980018-129065492	0	0	0	0	0	0
TSS20201	XLOC_018363	2610044O15Rik8	chr8:129216614-129234003	2.37111	3.85631	3.10881	2.6317	2.97986	1.96954
TSS20202	XLOC_018364	Alkbh8	chr9:3335230-3385846	10.9236	8.68189	11.6693	11.5945	12.4829	9.27262
TSS20203	XLOC_018365	Cwf19l2	chr9:3404084-3479236	2.3942	10.6872	10.4107	7.48448	7.29969	8.61547
TSS20204	XLOC_018366	Gucy1a2	chr9:3532348-3905787	0.894901	2.37567	1.27124	1.69374	0.473987	0.0422825
TSS20205	XLOC_018367	Kbtbd3	chr9:4309742-4331732	0.635566	0.867913	0.683229	0.585164	0.41731	0.590663
TSS20206	XLOC_018368	Msantd4	chr9:4383536-4386869	16.5209	18.66	17.626	23.8815	13.1674	25.3473
TSS20207	XLOC_018369	Casp1	chr9:5298516-5307281	0.0174724	0.0227389	0	0.00678994	0.498293	38.9594
TSS20208	XLOC_018370	Casp4	chr9:5308859-5336791	0.0186234	0.0311009	0.02164	0.189071	0.304868	2.82014
TSS20209	XLOC_018371	Casp12	chr9:5345475-5373034	0.0633739	0.00336141	0	0.147966	0.209528	0.0339025
TSS2021	XLOC_001831	C2cd4c	chr10:79606853-79614025	0.072057	0.111514	0.0791587	0.00138633	0.00339471	0.0132106
TSS20210	XLOC_018372	Pdgfd	chr9:6168611-6377519	0.250142	0.750291	0.161384	1.7011	0.316642	0
TSS20211	XLOC_018373	Dcun1d5	chr9:7184565-7207031	34.0088	43.0789	48.5751	47.6211	32.7289	39.2726
TSS20212	XLOC_018374	Mmp13	chr9:7272513-7283333	0.00926133	0	0	0.00981723	0	2.89863
TSS20213	XLOC_018375	Mmp12	chr9:7347373-7360461	0.0397777	0.0292226	0	0	0.0890632	125.469
TSS20214	XLOC_018376	Mmp3	chr9:7445821-7455974	0.0323993	0	0	0	0	0
TSS20215	XLOC_018377	Mmp1a	chr9:7464140-7476869	0	0	0	0	0	0.0248636
TSS20216	XLOC_018378	Mmp10	chr9:7502359-7510240	0.0151491	0	0.00578307	0	0	0.0821696
TSS20217	XLOC_018379	Mmp8	chr9:7558428-7568486	0	0	0	0	0.304018	14.3594
TSS20218	XLOC_018380	Mmp27	chr9:7571457-7581393	0	0	0	0	0	1.3807
TSS20219	XLOC_018381	Mmp20	chr9:7628230-7674968	0.0210879	0.00644486	0	0	0	0
TSS2022	XLOC_001832	Shc2	chr10:79617937-79637918	1.89569	3.34148	5.12036	3.38497	0.974391	0.191939
TSS20220	XLOC_018382	Mmp7	chr9:7692110-7699416	0	0	0	0	0	0
TSS20221	XLOC_018383	Tmem123	chr9:7764076-7794332	14.6777	17.4421	14.7241	25.3894	39.5848	30.4393
TSS20222	XLOC_018384	Trpc6	chr9:8544141-8680741	0.055526	0.0520833	0.187935	0.535805	1.04001	0.0129057
TSS20223	XLOC_018385	Pgr	chr9:8899832-8968611	0.262101	1.98319	0.91408	0.0248	0.0469966	0
TSS20224	XLOC_018386	Ccdc82	chr9:13246978-13292353	0.20984	0.263945	0.309179	2.36919	2.35528	3.06271
TSS20225	XLOC_018387	Maml2	chr9:13619988-13709533	0.309099	0.0542062	0.118823	1.0261	0.680215	1.45018
TSS20226	XLOC_018387	Maml2	chr9:13619988-13709533	0.0760869	0.118529	2.27867e-06	0.030266	0	0.122102
TSS20227	XLOC_018388	Mtmr2	chr9:13749180-13806481	12.1154	18.1786	22.7462	25.0412	16.3931	23.3907
TSS20228	XLOC_018389	Fam76b	chr9:13827726-13846522	8.15858	8.79461	8.9117	8.47754	7.74698	6.91561
TSS20229	XLOC_018390	Sesn3	chr9:14276300-14326134	5.19984	6.24158	3.5625	3.71582	1.28899	1.74271
